Opportunity Category,Gender,Country,Institution Name,Current/Intended Major,Status Description,SignUp_Year,SignUp_Month,SignUp_Day,Age,Opportunity_Duration,Churn
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,9,21,24,493,1
Internship,1,India,Allenhouse Group Of Institutions,BCA,Dropped Out,2023,12,15,20,63,1
Internship,1,India,Sathyabama University,Computer Science and Engineering,Rejected,2023,5,19,25,493,1
Internship,1,China,Shenzhen International Course Center,Communication,Dropped Out,2023,7,25,22,63,1
Internship,2,United States,Saint Louis University,Health Data Science,Rejected,2023,9,8,29,493,1
Internship,1,Nigeria,School Of Nursing Luth,Nursing,Rejected,2023,8,10,25,493,1
Internship,2,India,Nehru Arts And Science College,Information Technology,Rejected,2023,8,6,22,493,1
Internship,2,United States,Saint Louis University,Cyber Security,Rejected,2023,4,12,27,493,1
Internship,1,India,Ace Engineering College,Artificial Intelligence and Machine learning,Rejected,2023,8,24,22,493,1
Internship,2,Nigeria,Kebbi State University Of Science And Technology Aliero,Biology,Rejected,2023,7,7,27,493,1
Internship,2,United States,Saint Louis University,Information Systems,Dropped Out,2023,9,25,24,63,1
Internship,2,Nigeria,Saint Louis University,Cyber Security,Rejected,2024,2,8,48,493,1
Internship,1,Nigeria,Global Wealth University,Business Administration,Dropped Out,2023,4,13,23,63,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2023,8,10,29,493,1
Internship,2,United States,Saint Louis University,Computer Science,Rejected,2023,10,30,24,493,1
Internship,1,Nigeria,University Of Benin,Biochemistry,Team Allocated,2023,10,7,40,63,1
Internship,2,United States,Saint Louis University,Business Analytics,Dropped Out,2023,12,7,24,63,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,8,25,493,1
Internship,2,Ethiopia,Saint Louis University,Cyber Security,Team Allocated,2023,8,14,27,63,1
Internship,1,Pakistan,Liaquat University Of Medical And Health Sciences Jamshoro,Pharmacy and Pharmacology,Rejected,2023,10,29,25,493,1
Internship,2,Egypt,Cairo University,Business Administration,Team Allocated,2023,8,14,39,63,1
Internship,1,United States,Saint Louis University,Health Data Science,Rejected,2023,9,9,24,493,1
Internship,2,United States,Saint Louis University,Analytics,Rejected,2024,1,11,23,493,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2023,8,19,24,493,1
Internship,2,India,Aliah University,Cyber Security,Rejected,2023,2,24,28,493,1
Internship,2,India,Govt School,English Language and Literature,Rejected,2024,2,17,14,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,8,18,25,493,1
Internship,2,Nigeria,Federal University Oye Ekiti,Library and Information Management,Rejected,2023,11,5,27,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,11,24,493,1
Internship,2,United States,Saint Louis University,Cyber Security,Rejected,2024,1,22,25,493,1
Internship,2,Nigeria,Informatics Academy,Could Computing,Rejected,2024,1,4,25,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,9,24,493,1
Internship,2,India,K L University,Computer Science and Engineering,Rejected,2023,5,14,27,493,1
Internship,1,India,Vibgyor High,Advertising,Team Allocated,2023,9,29,19,63,1
Internship,1,India,Saint Louis University,Biology,Rejected,2023,6,26,20,493,1
Internship,1,Nigeria,National Open University,Project Management,Rejected,2023,6,13,28,493,1
Internship,1,United States,Saint Louis University,Information Systems,Dropped Out,2023,12,20,23,63,1
Internship,2,India,Dhanekula Institute Of Engineering And Technology,Computer Science and Engineering,Rejected,2024,2,13,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,12,10,26,493,1
Internship,1,United States,Saint Louis University,Health Data Science,Rejected,2024,1,29,23,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,12,6,31,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,5,6,25,493,1
Internship,1,United States,Purdue University,Data Analytics,Dropped Out,2023,8,24,48,63,1
Internship,2,India,Madras University,Chemistry,Rejected,2023,3,23,25,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,8,23,26,493,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2023,5,27,23,493,1
Internship,1,Nigeria,Saint Louis University,Civil Engineering,Rejected,2024,2,28,31,493,1
Internship,2,United States,Saint Louis University,Computer Science,Rejected,2023,8,29,25,493,1
Internship,2,United States,Saint Louis University,Data Analytics,Rejected,2023,9,19,26,493,1
Internship,2,India,Pillai College Of Engineering,Electronics and Computer Science Engineering,Rejected,2023,9,19,22,493,1
Internship,1,United States,Saint Louis University,Accounting and Finance,Rejected,2024,2,22,22,493,1
Internship,2,United States,Saint Louis University,Computer Information Systems,Team Allocated,2024,1,3,24,63,1
Internship,2,India,Mit-Wpu,Pharmacy and Pharmacology,Rejected,2023,9,24,25,493,1
Internship,1,United States,Saint Louis University,Health Data Science,Rejected,2024,1,26,30,493,1
Internship,1,United States,Saint Louis University,Health Data Science,Rejected,2023,10,4,27,493,1
Internship,1,United States,Saint Louis University,Computer Science,Rejected,2023,8,18,25,493,1
Internship,2,India,Saint Louis University  Saint Louis Missouri,Information Systems,Team Allocated,2023,6,2,27,63,1
Internship,2,Pakistan,Beaconhouse Juniper Campus,Physics,Dropped Out,2023,9,25,19,63,1
Internship,1,United States,Icfai University,Information Systems,Rejected,2023,5,6,23,493,1
Internship,1,India,Illinois Institute Of Technology,Business Analytics,Rejected,2024,2,24,23,493,1
Internship,2,India,Saint Louis University,Computer Science,Dropped Out,2023,8,16,23,63,1
Internship,2,United States,St Louis University,Biomedical Engineering,Rejected,2023,2,8,31,493,1
Internship,1,India,Periyar Maniammai Institute Of Science And Technology,Bioinformatics,Dropped Out,2023,10,9,25,63,1
Internship,1,India,Srm University,Computer Science and Engineering,Withdraw,2023,7,2,22,63,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2024,1,12,24,493,1
Internship,2,India,Cmr Engineering College,Artificial Intelligence and Machine learning,Dropped Out,2023,9,23,22,63,1
Internship,1,United States,Saint Louis University,Computer Science,Rejected,2023,9,15,24,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,2,4,28,493,1
Internship,2,India,Master Ji Degree College,Digital Marketing,Team Allocated,2023,8,28,25,63,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,2,9,22,493,1
Internship,2,India,Saint Louis University,Analytics,Rejected,2024,2,13,23,493,1
Internship,2,United States,Slu,Health Data Science,Rejected,2024,2,12,26,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,9,23,24,493,1
Internship,2,United States,Saint Louis University,Applied Financial Economics,Rejected,2024,1,21,31,493,1
Internship,1,United States,Saint Louis University,Analytics,Rejected,2024,1,14,26,493,1
Internship,2,India,Lotus Valley International School  Noida,Digital Marketing,Team Allocated,2024,1,4,18,63,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,6,29,25,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,10,3,25,493,1
Internship,1,United States,Saint Louis University,Computer Science,Rejected,2024,2,19,25,493,1
Internship,2,Pakistan,Punjab University,Digital Marketing,Dropped Out,2023,9,10,49,63,1
Internship,1,Nigeria,St. Louis University,Biology,Rejected,2024,2,9,38,493,1
Internship,1,India,Lotus Valley International School,Law and Legal Studies,Team Allocated,2024,1,4,18,63,1
Internship,2,India,Mumbai University,Marketing,Rejected,2024,2,19,23,493,1
Internship,2,Nigeria,University Of Benin,Data Analytics,Team Allocated,2023,8,4,28,63,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,8,21,25,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,2,24,27,493,1
Internship,2,United States,Webster University,Cyber Security,Rejected,2023,8,24,26,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,6,16,25,493,1
Internship,1,United States,Saint Louis University,Computer Science,Rejected,2023,10,26,24,493,1
Internship,2,Bangladesh,Dinajpur Government College,Software Engineering,Team Allocated,2023,1,5,21,63,1
Internship,2,India,Central University Of Karnataka,Applied Financial Economics,Rejected,2023,8,30,24,493,1
Internship,1,United States,Saint Louis University,Artificial Intelligence,Rejected,2024,1,23,31,493,1
Internship,2,United States,Saint Louis University,Cyber Security,Rejected,2023,10,11,25,493,1
Internship,2,Ghana,Accra Technical University,Electrical Engineering,Rejected,2024,2,28,21,493,1
Internship,1,United States,Saint Louis University,Cyber Security,Dropped Out,2023,7,25,26,63,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,2,18,29,493,1
Internship,2,India,Saint Louis University,Cyber Security,Dropped Out,2023,5,18,29,63,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,24,27,493,1
Internship,2,India,Alpha Junior College Of Science & Commerce,Computer Science and Engineering,Team Allocated,2023,8,19,19,63,1
Internship,1,United States,Saint Louis University,Computer Science,Rejected,2023,10,19,23,493,1
Internship,2,Pakistan,University Of Gujrat,Marketing,Rejected,2023,9,22,29,493,1
Internship,2,United States,Saintlouis University,Information Systems,Rejected,2023,7,26,24,493,1
Internship,2,India,Purdue University,Digital Marketing,Rejected,2024,1,7,29,493,1
Internship,1,Nigeria,Abia State University,Other,Dropped Out,2023,7,8,38,63,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,15,24,493,1
Internship,1,India,Saint Louis University,Cyber Security,Team Allocated,2024,1,5,23,63,1
Internship,1,Ghana,University Of Education  Winneba,Biological Sciences,Rejected,2023,6,26,36,493,1
Internship,2,India,Saint Louis University,Information Systems,Dropped Out,2023,9,11,25,63,1
Internship,1,United States,Saint Louis University,Computer Science and Information Systems,Dropped Out,2023,10,28,23,63,1
Internship,1,United States,Saint Louis University,Project Management,Rejected,2023,9,22,27,493,1
Internship,2,United States,Illinois Math And Science Academy,Computer Science and Business Systems,Rejected,2024,1,21,17,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,10,25,493,1
Internship,1,United States,Illinois Institute Of Technology,Architecture,Rejected,2024,2,19,25,493,1
Internship,2,India,Rajiv Gandhi University Of Knowledge And Technologies Rk Valley,Data Analytics,Rejected,2024,2,2,23,493,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2024,2,21,25,493,1
Internship,2,India,Symbiosis International Deemed University,Civil Engineering,Rejected,2023,8,21,26,493,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2023,5,4,27,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,8,22,26,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,8,7,25,493,1
Internship,1,United States,Camdenton Highschool,missing,Rejected,2024,2,27,22,493,1
Internship,2,India,Saint Louis University,Software Engineering,Team Allocated,2023,2,23,28,63,1
Internship,2,United States,Saint Louis University,Computer Science,Rejected,2023,9,7,26,493,1
Internship,1,Nigeria,University Of Ilorin,Digital Marketing,Team Allocated,2023,10,20,24,63,1
Internship,1,Nigeria,University Of Ibadan,Psychology,Rejected,2023,7,18,21,493,1
Internship,2,Philippines,Byu Idaho,International Business Management,Rejected,2024,2,29,30,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,2,24,493,1
Internship,1,Rwanda,Mount Kenya University,Management,Rejected,2024,2,22,25,493,1
Internship,2,United States,Saint Louis University,Computer Information Systems,Rejected,2024,1,26,28,493,1
Internship,1,India,M.G University,Electronics and Communication,Team Allocated,2023,7,6,33,63,1
Internship,2,Ethiopia,Addis Ababa Science And Technology University,Cyber Security,Team Allocated,2023,8,17,25,63,1
Internship,2,United States,Saint Louis University,Data Analytics,Rejected,2023,8,31,24,493,1
Internship,1,United States,Jntuh,Information Systems,Rejected,2023,4,10,33,493,1
Internship,1,Bangladesh,Saint Louis University,Information Systems,Rejected,2023,7,20,33,493,1
Internship,1,United States,Saint Louis University,Cyber Security,Rejected,2024,2,9,27,493,1
Internship,2,United States,Saint Louis University,Supply Chain Management,Rejected,2023,11,16,33,493,1
Internship,2,India,Shri Shivaji Science College  Amravati,Biotechnology,Rejected,2023,11,24,28,493,1
Internship,2,Nigeria,Saint Peter'S Minor Seminary Yola,Dropped Out,Team Allocated,2023,7,28,31,63,1
Internship,2,Nigeria,Maryam Abacha American University Of Nigeria,Business Administration,Rejected,2024,2,21,21,493,1
Internship,2,United States,Saint Louis University,Health Data Science,Rejected,2023,8,19,26,493,1
Internship,2,Nigeria,Bright Stars Model Secondary School,Artificial Intelligence and Robotics,Team Allocated,2023,8,14,19,63,1
Internship,1,United States,Saint Louis University,Computer Information Systems,Rejected,2023,9,9,24,493,1
Internship,2,India,Vaagdevi Engineering College,Information Systems,Rejected,2023,8,24,25,493,1
Internship,2,United States,Saint Louis University,Computer Information Systems,Rejected,2024,2,7,26,493,1
Internship,2,United States,Saint Louis University,Cyber Security,Rejected,2023,9,7,27,493,1
Internship,2,Ghana,Not Applicable,Business Administration,Rejected,2024,1,23,27,493,1
Internship,2,United States,Saint Louis University,Information Systems,Dropped Out,2023,12,22,26,63,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,9,2,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,12,30,24,493,1
Internship,2,India,Kkr And Ksr Institute Of Technology And Sciences,Artificial Intelligence,Rejected,2024,2,14,23,493,1
Internship,1,India,Chhatrapati Shahu Ji Maharaj University,Information Technology,Rejected,2023,8,21,21,493,1
Internship,2,India,Amrita Vishwa Vidyapeetham,Electronics and Computers Engineering,Rejected,2023,8,25,21,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,10,3,25,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,8,20,25,493,1
Internship,2,India,Jawaharlal Nehru Technological Universities Vizianagaram,Cyber Security,Rejected,2023,7,9,25,493,1
Internship,2,United States,Illinois Institute Of Technology,Chemical Engineering,Rejected,2023,5,10,32,493,1
Internship,2,Nepal,Deerwalk Sifal School,Computer Science,Rejected,2023,9,20,20,493,1
Internship,2,Pakistan,Bahria University Karachi Campus,Computer Science,Rejected,2023,9,18,24,493,1
Internship,2,India,Ramjas,Computer Applications,Team Allocated,2023,8,14,17,63,1
Internship,2,India,Siddharth Institute Of Engineering,Information Systems,Rejected,2023,7,1,25,493,1
Internship,1,United States,Saint Louis University,Computer Science,Rejected,2024,2,20,25,493,1
Internship,1,United States,Saint Louis University,Public Health,Rejected,2024,1,23,36,493,1
Internship,1,United States,Saint Louis University,Computer Information Systems,Dropped Out,2023,12,21,25,63,1
Internship,2,United States,Webster University,Cyber Security,Rejected,2024,2,4,25,493,1
Internship,1,Ghana,Illinois Institute Of Technology,Entrepreneurship,Rejected,2024,1,20,25,493,1
Internship,2,United States,Karunya University,Computer Science,Rejected,2023,9,28,25,493,1
Internship,1,United States,St. Louis University,Information Systems,Rejected,2024,1,14,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,2,22,25,493,1
Internship,2,United States,Saint Louis University  Mo,Information Systems,Rejected,2023,8,27,36,493,1
Internship,2,India,Allenhouse Group Of Institutions,BCA,Rejected,2023,12,15,22,493,1
Internship,2,India,Illinois Institute Of Technology,Finance,Rejected,2024,2,24,25,493,1
Internship,1,United States,Saint Louis University,Public Health,Dropped Out,2023,5,14,27,63,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2023,8,21,24,493,1
Internship,1,United States,Saint Louis University,Computer Information Systems,Rejected,2024,1,9,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,2,22,25,493,1
Internship,2,United States,Saint Louis University,Business Analytics,Rejected,2023,8,21,26,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,23,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,5,25,493,1
Internship,2,India,Gujarat Technological University,Data Analysis,Rejected,2023,7,25,26,493,1
Internship,2,Nigeria,Kwara State University,Social Policy and Administration,Rejected,2023,6,14,34,493,1
Internship,2,India,Sri Krishna Arts And Science College,Accounting and Finance,Dropped Out,2023,12,30,21,63,1
Internship,2,United States,Webster University,Cyber Security,Rejected,2024,2,2,25,493,1
Internship,1,United States,Saint Louis University,Cyber Security,Dropped Out,2023,12,18,24,63,1
Internship,2,United States,Saint Louis University,Computer Information Systems,Dropped Out,2023,12,1,24,63,1
Internship,1,India,Dvr &Dr.Hs Mic College Of Technology,Information technology,Dropped Out,2023,5,14,26,63,1
Internship,1,Kenya,Egerton University,Education and Training,Rejected,2023,8,7,27,493,1
Internship,1,United States,Saint Louis University,Computer Science and Information Systems,Rejected,2023,11,23,26,493,1
Internship,1,United States,Saint Louis University,Health Data Science,Rejected,2024,2,2,30,493,1
Internship,1,United States,Saint Louis University,Information Systems,Dropped Out,2023,12,26,25,63,1
Internship,2,United States,Saint Louis University,Cyber Security,Rejected,2023,12,30,24,493,1
Internship,2,India,Saint Louis University,Computer and Information Sciences,Rejected,2023,3,17,24,493,1
Internship,2,India,Nims University,Hospitality and Leisure Management,Dropped Out,2023,12,20,25,63,1
Internship,1,Iraq,Al-Nahrain,Medicine,Rejected,2023,8,31,26,493,1
Internship,1,Ghana,Unknown,Digital Marketing,Team Allocated,2023,11,24,30,63,1
Internship,2,India,Vaagdevi Engineering College,Electrical and Electronic Engineering,Rejected,2023,7,7,30,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,8,21,25,493,1
Internship,1,Nigeria,University Of Uyo  Akwaibom State,Law and Legal Studies,Rejected,2023,9,15,25,493,1
Internship,1,United States,Saint Louis University,Health Data Science,Rejected,2024,1,12,26,493,1
Internship,1,United States,Saint Louis  University,Information Systems,Rejected,2023,10,11,25,493,1
Internship,2,Nigeria,Federal University Of Technology Owerri,Computer Science,Rejected,2023,8,17,28,493,1
Internship,1,Nigeria,University Of Lagos,Finance,Rejected,2024,1,19,27,493,1
Internship,1,Nigeria,Lagos State University,Psychology,Rejected,2023,7,26,24,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,7,27,493,1
Internship,2,United States,Saint Louis University,Computer Information Systems,Rejected,2024,1,25,24,493,1
Internship,2,United States,Saint Louis University,Artificial Intelligence,Rejected,2023,12,23,27,493,1
Internship,2,India,Saint Louis University,Computer Science,Rejected,2023,12,9,24,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,17,28,493,1
Internship,1,United States,Saint Louis,Computer Science,Rejected,2024,1,19,24,493,1
Internship,2,Turkey,Near East University,Management Information Systems,Rejected,2024,1,20,28,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,8,31,24,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,9,27,24,493,1
Internship,2,Nigeria,Orisumbare Senior High School,Digital Marketing,Rejected,2024,2,19,20,493,1
Internship,1,United States,Saint Louis University,Computer Science and Information Systems,Rejected,2023,9,23,25,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,8,29,25,493,1
Internship,2,Ghana,Accra Technical University,Computer Science,Rejected,2023,8,21,26,493,1
Internship,1,India,Ashoka,Psychology,Rejected,2023,3,12,15,493,1
Internship,1,India,Dyal Singh Public School,Cyber Security,Team Allocated,2023,6,7,17,63,1
Internship,2,India,Saint Louis University,Computer Science,Dropped Out,2023,12,11,24,63,1
Internship,1,United States,Saint Louis University,Information Systems,Dropped Out,2023,12,14,25,63,1
Internship,2,India,Ill,Data Visualization,Rejected,2023,7,10,27,493,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2024,2,24,26,493,1
Internship,2,India,Vignan'S Lara Institute Of Technology And Science,Computer Information Systems,Rejected,2023,6,27,23,493,1
Internship,1,India,University Of Delhi,Accounting and Finance,Rejected,2024,3,2,24,493,1
Internship,2,United States,Vasireddy Venkatadri Institute Of Technology,Computer Science,Rejected,2023,11,6,25,493,1
Internship,1,India,Jntuacek,Computer Science,Dropped Out,2023,7,1,25,63,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,9,21,23,493,1
Internship,2,India,Saint Louis University,Computer Science,Dropped Out,2023,7,13,26,63,1
Internship,2,Bangladesh,Birshreshtha Munshi Abdur Rouf Public College,Software Engineering,Team Allocated,2023,9,2,19,63,1
Internship,2,Ghana,University Of Capecoast,Information Technology,Rejected,2023,12,28,28,493,1
Internship,2,United States,Saint Louis University,Data Analytics,Rejected,2024,1,2,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,2,8,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Dropped Out,2023,1,5,28,63,1
Internship,1,India,St. Ann'S College Of Engineering And Technology,Computer Science and Engineering,Rejected,2023,3,14,24,493,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2024,2,1,23,493,1
Internship,2,United States,Saint Louis,Data Analysis,Rejected,2023,9,23,27,493,1
Internship,1,Philippines,Assumpta Technical High School,Accountancy,Rejected,2024,2,29,19,493,1
Internship,1,United States,Saint Louis University,Health Data Science,Rejected,2024,1,29,23,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,5,24,23,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,20,27,493,1
Internship,1,United States,Saint Louis University,Health Data Science,Rejected,2024,1,13,25,493,1
Internship,2,United States,Saint Louis University,Computer Information Systems,Dropped Out,2023,8,11,26,63,1
Internship,2,India,Methodist College Of Engineering And Technology,Information Systems,Dropped Out,2023,10,18,27,63,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,9,16,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,4,22,23,493,1
Internship,1,India,Illinois Institute Of Technology,Information Technology and Management,Withdraw,2023,10,7,26,63,1
Internship,2,United States,Francis Howell North High School,Medical Marketing or Medical Administration,Team Allocated,2023,10,21,18,63,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,8,20,25,493,1
Internship,2,Pakistan,Defence Cambridge Campus,Computer Science,Rejected,2023,9,16,20,493,1
Internship,1,India,Saint Louis University,Computer Science,Rejected,2023,7,1,23,493,1
Internship,2,United States,Saint Louis University,Computer Information Systems,Rejected,2024,1,7,24,493,1
Internship,1,United States,Saint Louis University,Computer Science,Rejected,2024,1,29,23,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,8,31,24,493,1
Internship,1,United States,Saint Louis University,Computer Science,Rejected,2023,10,6,24,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,19,25,493,1
Internship,1,United States,Saint Louis University,Health Data Science,Rejected,2024,2,6,33,493,1
Internship,1,Malaysia,Utem,Information Technology,Rejected,2023,8,28,24,493,1
Internship,1,United States,Saint Louis University,Computer Science,Rejected,2024,1,19,23,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,12,24,493,1
Internship,2,United States,Saint Louis,Information Systems,Rejected,2024,1,12,23,493,1
Internship,2,India,Saint Louis University,Computer Science,Rejected,2023,1,5,26,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,25,25,493,1
Internship,1,India,Saint Louis University,Information Systems,Rejected,2023,5,1,24,493,1
Internship,2,United States,Saint Louis University,Information Systems,Dropped Out,2023,12,26,24,63,1
Internship,2,India,Illinois Institute Of Technology Chicago,Computer Science,Rejected,2023,5,14,24,493,1
Internship,1,Nigeria,University Of Uyo,Nutrition Science,Rejected,2023,12,5,25,493,1
Internship,2,Ethiopia,Wollo University,Information Technology,Dropped Out,2023,8,23,34,63,1
Internship,2,India,Pune University,Computer Engineering,Rejected,2024,1,15,25,493,1
Internship,2,India,Illinois Institute Of Technology,Artificial Intelligence,Rejected,2023,10,4,24,493,1
Internship,2,United States,Saint Louis University,Artificial Intelligence,Rejected,2023,10,5,28,493,1
Internship,2,United States,Saint Louis University,Cyber Security,Rejected,2023,7,9,26,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,25,26,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,3,27,493,1
Internship,2,United States,Saint Louise University,Information Systems,Rejected,2024,1,9,25,493,1
Internship,2,India,Parul Institute Of Engineering And Technology,Computer Science,Rejected,2023,1,5,22,493,1
Internship,1,United States,University Of Illinois Springfield,Management Information Systems,Rejected,2024,1,9,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,2,3,25,493,1
Internship,2,Nigeria,University Of Lagos,Economics,Rejected,2023,7,7,30,493,1
Internship,2,India,Anurag University,Computer Science,Rejected,2023,9,18,21,493,1
Internship,2,United States,Saint Louis University,Data Analytics,Dropped Out,2023,8,25,25,63,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,8,23,24,493,1
Internship,2,Sierra Leone,Illinois Tech University,Computer Science,Rejected,2023,11,25,32,493,1
Internship,1,United States,Saint Louis University,Data Visualization,Rejected,2024,2,6,24,493,1
Internship,2,Kenya,Kitengela Technical Institute,Carpentry and Joinery,Rejected,2024,2,19,26,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2023,8,14,23,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,13,29,493,1
Internship,2,India,Pune University,Computer Engineering,Rejected,2023,8,21,25,493,1
Internship,2,Ghana,Kwame Nkrumah University Of Science And Technology  Knust,Business Administration,Rejected,2024,2,21,35,493,1
Internship,1,United States,Saint Louis University,Computer Information Systems,Rejected,2023,9,9,24,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,3,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2024,1,31,24,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,21,27,493,1
Internship,1,Nigeria,Obafemi Awolowo University,Biochemistry,Rejected,2024,2,14,30,493,1
Internship,1,Nigeria,Imo State University Owerri,Sociology,Dropped Out,2023,8,11,30,63,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,2,2,23,493,1
Internship,1,United States,Saint Louis University,Epidemiology,Rejected,2023,8,8,35,493,1
Internship,2,India,Saint Louis University,Information Systems,Rejected,2024,1,8,24,493,1
Internship,2,India,Saint Louis,Information Systems,Rejected,2023,7,25,25,493,1
Internship,2,United States,Saint Louis University,Information Systems,Rejected,2023,8,24,25,493,1
Internship,1,United States,Saint Louis University,Computer Science,Rejected,2024,1,14,25,493,1
Internship,1,India,Care College Of Engineering,Digital Marketing,Rejected,2023,10,21,25,493,1
Internship,1,United States,Saint Louis University,Business Analytics,Rejected,2023,10,3,25,493,1
Internship,2,India,Rajiv Gandhi University Of Knowledge Technologies  Nuzvid,Electronics and Communication,Dropped Out,2023,12,19,20,63,1
Internship,1,United States,Saint Louis University,Cyber Security,Rejected,2023,8,26,23,493,1
Internship,2,India,Vishwaniketan'S Institute Of Management Entrepreneurship And Engineering Technology,Computer Engineering,Rejected,2023,8,22,21,493,1
Internship,1,South Africa,Saint Louis University,Nursing,Rejected,2024,2,13,20,493,1
Internship,1,United States,Saint Louis University,Public Health,Dropped Out,2023,2,12,32,63,1
Internship,1,Nigeria,University Of Nigeria Nsukka,Guidance and Counseling,Rejected,2023,6,13,29,493,1
Internship,2,Pakistan,Kips College,Computer Science,Dropped Out,2023,3,21,23,63,1
Internship,2,India,Pune Institute Of Computer Technology Pune (Pict),Computer Engineering,Rejected,2023,8,22,21,493,1
Internship,1,United States,Saint Louis University,Information Systems,Rejected,2024,1,5,23,493,1
Internship,2,Ghana,University Of Cape Coast,Business and Management Studies,Team Allocated,2023,6,13,32,63,1
Internship,2,Nigeria,Landmark University,Mechanical Engineering,Rejected,2023,11,9,24,493,1
Internship,2,India,Kalol Institute Of Technology & Research Center,Information Technology,Rejected,2024,1,15,27,493,1
Internship,1,India,Millennium National School,Commerce,Rejected,2023,5,9,20,493,1
Internship,2,India,Sce Supaul,Civil Engineering,Dropped Out,2023,12,21,22,63,1
